,case:Responsible_actor,Activity,monitoringResource,question,org:resource,timesincelastevent,timesincecasestart,timesincemidnight,event_nr,month,weekday,hour,open_cases,resource_multitasking,n_tasks,n_cases,n_acts,n_handoffs,ent_act,ent_case,ent_handoff,ratio_act_case,busyness,n_current_case,n_current_act,n_current_handoff,ratio_current_case,ratio_current_act,ratio_current_handoff,case:SUMleges,time:timestamp,Case ID,label
18884,3273854.0,terminate on request,3273854,True,560912,110930.08333333331,120284.71666666666,644,14,11,3,10,50,4,1229,120,79,12,3.487642695584344,4.637056005635709,0.5422274519706953,10.241666666666667,1.5940337224383918,14,46,1086,0.0113913751017087,0.0374288039056143,0.8836452400325467,113.67855,2012-11-22 10:44:43+00:00,5805196,120284.98333333334
18885,3273854.0,enter date termination request received,3273854,17-10-2012 0:00:00,560912,0.1333333333333333,120284.85,644,15,11,3,10,50,4,1230,120,79,12,3.487839750672355,4.636896132811756,0.5418871419038027,10.25,1.595330739299611,15,30,1087,0.0121951219512195,0.024390243902439,0.883739837398374,113.67855,2012-11-22 10:44:51+00:00,5805196,120284.98333333334
18886,3273854.0,phase procedure prematurely terminated,3273854,EMPTY,560912,0.1333333333333333,120284.98333333334,644,16,11,3,10,49,4,1231,120,79,12,3.4894026823039086,4.636682983478041,0.5415472978523627,10.258333333333333,1.5966277561608302,16,6,1088,0.0129975629569455,0.0048740861088545,0.8838342810722989,113.67855,2012-11-22 10:44:59+00:00,5805196,120284.98333333334
17144,4901428.0,register submission date request,560872,EMPTY,560872,0.0,0.0,1320,1,9,0,22,55,12,4000,302,112,12,3.6794893719229984,5.441569452091623,0.4195764661467057,13.245033112582782,5.714285714285714,1,279,279,0.00025,0.06975,0.06975,547.3599,2012-09-03 22:00:00+00:00,5805909,53280.0
17288,4901428.0,OLO messaging active,3273854,False,560872,3572.583333333333,3572.583333333333,572,2,9,3,9,54,11,4020,303,112,12,3.6759410777419657,5.448923023503728,0.4186201925221651,13.267326732673268,5.726495726495727,2,105,3641,0.0004975124378109,0.0261194029850746,0.905721393034826,547.3599,2012-09-06 09:32:35+00:00,5805909,53280.0
17289,4901428.0,phase application received,560464,EMPTY,560872,0.0166666666666666,3572.6,572,3,9,3,9,54,11,4021,303,112,12,3.675701795676492,5.449405663648225,0.4185407074180546,13.270627062706271,5.727920227920228,3,267,3642,0.0007460830639144,0.0664013926883859,0.9057448395921412,547.3599,2012-09-06 09:32:36+00:00,5805909,53280.0
17290,4901428.0,send confirmation receipt,3273854,True,560872,0.0166666666666666,3572.616666666667,572,4,9,3,9,54,11,4022,303,112,12,3.675344035092837,5.449803640774441,0.4184612554044845,13.273927392739274,5.72934472934473,4,430,3643,0.000994530084535,0.1069119840875186,0.9057682744903032,547.3599,2012-09-06 09:32:37+00:00,5805909,53280.0
17291,4901428.0,enter senddate acknowledgement,3273854,EMPTY,560872,2.45,3575.0666666666666,575,5,9,3,9,54,11,4023,303,112,12,3.675113683551573,5.450138675106489,0.4183818364601433,13.277227722772276,5.730769230769231,5,258,3644,0.0012428535918468,0.064131245339299,0.9057916977380064,547.3599,2012-09-06 09:35:04+00:00,5805909,53280.0
17292,4901428.0,send confirmation receipt,3273854,EMPTY,560872,0.0,3575.0666666666666,575,6,9,3,9,54,11,4024,303,112,12,3.6747557925636047,5.450423566139963,0.4183024505637384,13.28052805280528,5.732193732193732,6,431,3645,0.0014910536779324,0.1071073558648111,0.9058151093439364,547.3599,2012-09-06 09:35:04+00:00,5805909,53280.0
17293,4901428.0,start WABOprocedure,560464,EMPTY,560872,0.05,3575.116666666667,575,7,9,3,9,54,11,4025,303,112,12,3.6750325358815794,5.450666775621158,0.4182230976939959,13.283828382838283,5.733618233618234,7,34,3646,0.0017391304347826,0.0084472049689441,0.9058385093167702,547.3599,2012-09-06 09:35:07+00:00,5805909,53280.0
17294,4901428.0,forward to the competent authority,3273854,False,560872,0.0,3575.116666666667,575,8,9,3,9,54,11,4026,303,112,12,3.674803585021167,5.450874320662761,0.4181437778296601,13.287128712871286,5.735042735042735,8,257,3647,0.001987083954297,0.0638350720317933,0.9058618976651764,547.3599,2012-09-06 09:35:07+00:00,5805909,53280.0
17295,4901428.0,regular procedure without MER,560464,True,560872,0.0,3575.116666666667,575,9,9,3,9,54,11,4027,303,112,12,3.674618059615483,5.451050702486803,0.418064490949494,13.290429042904291,5.736467236467236,9,216,3648,0.002234914328284,0.0536379438788179,0.9058852743978149,547.3599,2012-09-06 09:35:07+00:00,5805909,53280.0
17296,4901428.0,send procedure confirmation,3273854,EMPTY,560872,0.0333333333333333,3575.15,575,10,9,3,9,54,11,4028,303,112,12,3.6744607080821066,5.4511994166566335,0.4179852370322788,13.293729372937294,5.737891737891738,10,193,3649,0.0024826216484607,0.0479145978152929,0.9059086395233368,547.3599,2012-09-06 09:35:09+00:00,5805909,53280.0
17297,4901428.0,enter senddate procedure confirmation,3273854,EMPTY,560872,0.0,3575.15,575,11,9,3,9,54,11,4029,303,112,12,3.674288487106036,5.451323257035673,0.4179060160568145,13.297029702970296,5.739316239316239,11,205,3650,0.0027302060064532,0.0508811119384462,0.9059319930503849,547.3599,2012-09-06 09:35:09+00:00,5805909,53280.0
17298,4901428.0,registration date publication,3273854,EMPTY,560872,1.75,3576.9,576,12,9,3,9,54,11,4030,303,112,12,3.674181212989291,5.4514245082817006,0.4178268280019192,13.3003300330033,5.7407407407407405,12,158,3651,0.0029776674937965,0.0392059553349875,0.9059553349875932,547.3599,2012-09-06 09:36:54+00:00,5805909,53280.0
17950,4901428.0,create publication document,3273854,False,3273854,37587.01666666667,41163.91666666666,723,13,10,1,12,55,1,4049,172,128,11,3.7955504622254654,5.064740936153475,0.264553961813952,23.54069767441861,6.366352201257862,1,16,101,0.0002469745616201,0.0039515929859224,0.0249444307236354,547.3599,2012-10-02 12:03:55+00:00,5805909,53280.0
17951,4901428.0,treat subcases completeness,3273854,EMPTY,3273854,0.0666666666666666,41163.98333333333,723,14,10,1,12,55,1,4050,172,128,11,3.7953868767173367,5.065445951806777,0.2645008896235622,23.546511627906977,6.367924528301887,2,177,3854,0.0004938271604938,0.0437037037037037,0.951604938271605,547.3599,2012-10-02 12:03:59+00:00,5805909,53280.0
17952,4901428.0,subcases completeness completed,3273854,EMPTY,3273854,0.1166666666666666,41164.1,724,15,10,1,12,55,1,4051,172,128,11,3.795211155922187,5.066021515161515,0.2644478405354389,23.552325581395348,6.369496855345912,3,186,3855,0.0007405578869414,0.0459145889903727,0.9516168847198224,547.3599,2012-10-02 12:04:06+00:00,5805909,53280.0
17953,4901428.0,procedure change,3273854,False,3273854,0.0166666666666666,41164.11666666667,724,16,10,1,12,55,1,4052,172,128,11,3.79492403642268,5.066512996002019,0.2643948145340463,23.55813953488372,6.371069182389937,4,292,3856,0.0009871668311944,0.0720631786771964,0.9516288252714707,547.3599,2012-10-02 12:04:07+00:00,5805909,53280.0
17954,4901428.0,request complete,3273854,True,3273854,0.0333333333333333,41164.15,724,17,10,1,12,55,1,4053,172,128,11,3.794744679990509,5.066941953351484,0.2643418116038628,23.563953488372093,6.372641509433962,5,189,3857,0.001233654083395,0.0466321243523316,0.9516407599309152,547.3599,2012-10-02 12:04:09+00:00,5805909,53280.0
17955,4901428.0,phase application receptive,560464,EMPTY,3273854,0.0166666666666666,41164.16666666666,724,18,10,1,12,55,1,4054,172,128,11,3.794621007089,5.067321091677911,0.2642888317293809,23.569767441860463,6.3742138364779874,6,151,3858,0.0014800197335964,0.0372471632955106,0.951652688702516,547.3599,2012-10-02 12:04:10+00:00,5805909,53280.0
17956,4901428.0,procedure change after completeness,3273854,False,3273854,0.0,41164.16666666666,724,19,10,1,12,55,1,4055,172,128,11,3.7949352727555614,5.067658809885595,0.2642358748951076,23.57558139534884,6.3757861635220126,7,26,3859,0.0017262638717632,0.0064118372379778,0.9516646115906288,547.3599,2012-10-02 12:04:10+00:00,5805909,53280.0
17957,4901428.0,send letter in progress,3273854,False,3273854,0.0166666666666666,41164.18333333333,724,20,10,1,12,55,1,4056,172,128,11,3.794816699710101,5.067961080388809,0.2641829410855636,23.58139534883721,6.377358490566038,8,148,3860,0.0019723865877712,0.0364891518737672,0.9516765285996056,547.3599,2012-10-02 12:04:11+00:00,5805909,53280.0
17958,4901428.0,treat subcases content,3273854,EMPTY,3273854,0.0166666666666666,41164.2,724,21,10,1,12,55,1,4057,172,128,11,3.79469492612889,5.068232370964687,0.2641300302852838,23.587209302325583,6.378930817610063,9,150,3861,0.0022183879714074,0.0369731328567907,0.9516884397337936,547.3599,2012-10-02 12:04:12+00:00,5805909,53280.0
17959,4901428.0,completed subcases content,3273854,EMPTY,3273854,0.0166666666666666,41164.21666666667,724,22,10,1,12,55,1,4058,172,128,11,3.7945716304477934,5.068476151199279,0.2640771424788168,23.593023255813957,6.380503144654088,10,151,3862,0.0024642681123706,0.0372104484967964,0.9517003449975358,547.3599,2012-10-02 12:04:13+00:00,5805909,53280.0
17960,4901428.0,procedure change,3273854,False,3273854,0.05,41164.26666666667,724,23,10,1,12,55,1,4059,172,128,11,3.794284745233101,5.068695194190564,0.2640242776507261,23.598837209302324,6.382075471698113,11,293,3863,0.002710027100271,0.0721852673072185,0.9517122443951712,547.3599,2012-10-02 12:04:16+00:00,5805909,53280.0
17961,4901428.0,article 34  WABO applies,3273854,False,3273854,0.0166666666666666,41164.28333333333,724,24,10,1,12,55,1,4060,172,128,11,3.7941633747444254,5.068891767613943,0.2639714357855884,23.6046511627907,6.383647798742138,12,150,3864,0.0029556650246305,0.0369458128078817,0.9517241379310344,547.3599,2012-10-02 12:04:17+00:00,5805909,53280.0
17962,4901428.0,phase advice known,560464,EMPTY,3273854,0.0166666666666666,41164.3,724,25,10,1,12,55,1,4061,172,128,11,3.794042124680865,5.069067760664431,0.2639186168679949,23.61046511627907,6.385220125786163,13,150,3865,0.003201181974883,0.0369367150948042,0.9517360256094558,547.3599,2012-10-02 12:04:18+00:00,5805909,53280.0
17963,4901428.0,assessment of content completed,3273854,EMPTY,3273854,0.0,41164.3,724,26,10,1,12,55,1,4062,172,128,11,3.793920994938552,5.069224771720977,0.2638658208825506,23.61627906976744,6.386792452830188,14,150,3866,0.0034465780403741,0.0369276218611521,0.9517479074347612,547.3599,2012-10-02 12:04:18+00:00,5805909,53280.0
17964,4901428.0,grounds for refusal,3273854,False,3273854,0.0166666666666666,41164.316666666666,724,27,10,1,12,55,1,4063,172,128,11,3.79379998541372,5.0693641708473525,0.2638130478138744,23.62209302325581,6.388364779874214,15,150,3867,0.0036918533103618,0.036918533103618,0.9517597834112724,547.3599,2012-10-02 12:04:19+00:00,5805909,53280.0
17965,4901428.0,suspension ground applicable,3273854,False,3273854,0.0166666666666666,41164.333333333336,724,28,10,1,12,55,1,4064,172,128,11,3.7936824100450295,5.069487145561309,0.2637602976465995,23.627906976744185,6.389937106918239,16,148,3868,0.0039370078740157,0.0364173228346456,0.9517716535433072,547.3599,2012-10-02 12:04:20+00:00,5805909,53280.0
17966,4901428.0,ask stakeholders views,3273854,False,3273854,0.0,41164.333333333336,724,29,10,1,12,55,1,4065,172,128,11,3.793566626555132,5.069594735123914,0.2637075703653725,23.63372093023256,6.3915094339622645,17,147,3869,0.0041820418204182,0.0361623616236162,0.9517835178351784,547.3599,2012-10-02 12:04:20+00:00,5805909,53280.0
17967,4901428.0,creating environmental permit decision,560464,EMPTY,3273854,0.0333333333333333,41164.36666666667,724,30,10,1,12,55,1,4066,172,128,11,3.793450960519596,5.069687856738481,0.2636548659548546,23.63953488372093,6.3930817610062896,18,147,3870,0.0044269552385636,0.0361534677816035,0.9517953762911951,547.3599,2012-10-02 12:04:22+00:00,5805909,53280.0
17968,4901428.0,by law,3273854,False,3273854,0.0,41164.36666666667,724,31,10,1,12,55,1,4067,172,128,11,3.793335411836909,5.069767325913872,0.2636021843997203,23.6453488372093,6.394654088050315,19,147,3871,0.0046717482173592,0.036144578313253,0.9518072289156626,547.3599,2012-10-02 12:04:22+00:00,5805909,53280.0
17969,4901428.0,decision date prior to decision,3273854,False,3273854,0.0333333333333333,41164.4,724,32,10,1,12,55,1,4068,172,128,11,3.7936596116233847,5.069833872532296,0.2635495256846583,23.65116279069768,6.39622641509434,20,25,3872,0.0049164208456243,0.0061455260570304,0.951819075712881,547.3599,2012-10-02 12:04:24+00:00,5805909,53280.0
17970,4901428.0,generating decision environmental permit,3273854,EMPTY,560890,68.53333333333333,41232.93333333333,792,33,10,1,13,55,3,2585,249,113,12,3.619402910912856,5.223570256134993,0.5027217003206107,10.38152610441767,3.7627365356623,1,134,140,0.0003868471953578,0.0518375241779497,0.0541586073500967,547.3599,2012-10-02 13:12:56+00:00,5805909,53280.0
17971,4901428.0,record date of decision environmental permit,560890,EMPTY,560890,0.0666666666666666,41233.0,793,34,10,1,13,55,3,2586,249,113,12,3.619855466401253,5.224439478705891,0.5025717906071412,10.385542168674698,3.764192139737992,2,22,2305,0.0007733952049497,0.008507347254447,0.891337973704563,547.3599,2012-10-02 13:13:00+00:00,5805909,53280.0
17972,4901428.0,submit decision,560890,False,560890,0.0,41233.0,793,35,10,1,13,55,3,2587,249,113,12,3.620365925023127,5.225105918172309,0.5024219785657034,10.389558232931726,3.7656477438136826,3,19,2306,0.0011596443757247,0.0073444143795902,0.8913799768071125,547.3599,2012-10-02 13:13:00+00:00,5805909,53280.0
17973,4901428.0,phase decision taken,560464,EMPTY,560890,0.2666666666666666,41233.26666666667,793,36,10,1,13,55,3,2588,249,113,12,3.620087231653164,5.225640694422195,0.5022722640980135,10.393574297188756,3.7671033478893743,4,143,2307,0.0015455950540958,0.0552550231839258,0.8914219474497682,547.3599,2012-10-02 13:13:16+00:00,5805909,53280.0
17974,4901428.0,register objection and appeal periods,560890,42,560890,0.3166666666666666,41233.583333333336,793,37,10,1,13,55,3,2589,249,113,12,3.620159450368247,5.226077612544256,0.5021226471059216,10.397590361445785,3.7685589519650655,5,58,2308,0.0019312475859405,0.02240247199691,0.8914638856701429,547.3599,2012-10-02 13:13:35+00:00,5805909,53280.0
17975,4901428.0,enter senddate decision environmental permit,560890,EMPTY,560890,1.1,41234.68333333333,794,38,10,1,13,55,3,2590,249,113,12,3.619651406182486,5.226436599113331,0.5019731274914103,10.401606425702813,3.7700145560407567,6,259,2309,0.0023166023166023,0.1,0.8915057915057915,547.3599,2012-10-02 13:14:41+00:00,5805909,53280.0
17976,4901428.0,transcript decision environmental permit to stakeholders,560890,EMPTY,560890,0.0,41234.68333333333,794,39,10,1,13,55,3,2591,249,113,12,3.6191717594841815,5.226730831206311,0.5018237051565957,10.40562248995984,3.771470160116448,7,241,2310,0.0027016595908915,0.0930142802006947,0.8915476649942107,547.3599,2012-10-02 13:14:41+00:00,5805909,53280.0
17977,4901428.0,phase decision sent,560464,EMPTY,560890,0.05,41234.73333333333,794,40,10,1,13,55,3,2592,249,113,12,3.619606708318847,5.226969681518876,0.5016743800037268,10.409638554216867,3.77292576419214,8,23,2311,0.0030864197530864,0.0088734567901234,0.8915895061728395,547.3599,2012-10-02 13:14:44+00:00,5805909,53280.0
17978,4901428.0,enter senddate decision,560464,EMPTY,560890,0.0,41234.73333333333,794,41,10,1,13,55,3,2593,249,113,12,3.62004147046042,5.227160163350654,0.5015251519351848,10.413654618473895,3.7743813682678313,9,23,2312,0.003470883146934,0.0088700347088314,0.891631315079059,547.3599,2012-10-02 13:14:44+00:00,5805909,53280.0
17979,4901428.0,enter senddate decision environmental permit,560464,EMPTY,560890,0.0,41234.73333333333,794,42,10,1,13,55,3,2594,249,113,12,3.619533361760837,5.227307724526571,0.5013760208534835,10.417670682730924,3.7758369723435226,10,260,2313,0.0038550501156515,0.1002313030069391,0.8916730917501927,547.3599,2012-10-02 13:14:44+00:00,5805909,53280.0
17980,4901428.0,create publication document,560890,False,560890,0.1333333333333333,41234.86666666667,794,43,10,1,13,55,3,2595,249,113,12,3.6199352931818383,5.2274167204022,0.5012269866612685,10.421686746987952,3.777292576419214,11,25,2314,0.0042389210019267,0.0096339113680154,0.8917148362235068,547.3599,2012-10-02 13:14:52+00:00,5805909,53280.0
18123,4901428.0,date decision for inspection,560890,EMPTY,560890,12045.133333333331,53280.0,1320,44,10,2,22,56,7,2649,254,114,12,3.629132222862988,5.253031666945777,0.4986232310114271,10.429133858267717,3.8115107913669055,12,22,2363,0.0045300113250283,0.0083050207625519,0.8920347300868252,547.3599,2012-10-10 22:00:00+00:00,5805909,53280.0
17242,4901428.0,register submission date request,560872,EMPTY,560872,0.0,0.0,1320,1,9,1,22,57,13,4001,303,112,12,3.6792348564265063,5.44253236265838,0.4201367251830243,13.204620462046204,5.70756062767475,1,280,280,0.000249937515621,0.0699825043739065,0.0699825043739065,268.2426,2012-09-04 22:00:00+00:00,5808114,152700.0
17300,4901428.0,phase application received,560890,EMPTY,560872,2183.9,2183.9,623,2,9,3,10,54,10,4031,303,112,12,3.67394264824534,5.452035752847506,0.4177476728464297,13.303630363036303,5.7421652421652425,2,268,3652,0.0004961548002976,0.0664847432398908,0.9059786653435872,268.2426,2012-09-06 10:23:54+00:00,5808114,152700.0
17301,4901428.0,OLO messaging active,3273854,False,560872,0.0,2183.9,623,3,9,3,10,54,10,4032,303,112,12,3.673935020252773,5.452516981898554,0.4176685505692009,13.306930693069306,5.743589743589744,3,106,3653,0.0007440476190476,0.0262896825396825,0.906001984126984,268.2426,2012-09-06 10:23:54+00:00,5808114,152700.0
17302,4901428.0,send confirmation receipt,3273854,True,560872,0.0333333333333333,2183.9333333333334,623,4,9,3,10,54,10,4033,303,112,12,3.673578198904012,5.452913779381089,0.4175894611491062,13.310231023102313,5.745014245014245,4,432,3654,0.0009918175055789,0.1071162906025291,0.9060252913463924,268.2426,2012-09-06 10:23:56+00:00,5808114,152700.0
17303,4901428.0,enter senddate acknowledgement,3273854,EMPTY,560872,2.0,2185.9333333333334,625,5,9,3,10,54,10,4034,303,112,12,3.673348629368194,5.453247806119994,0.4175104045650374,13.313531353135314,5.746438746438747,5,259,3655,0.0012394645513138,0.0642042637580565,0.9060485870104116,268.2426,2012-09-06 10:25:56+00:00,5808114,152700.0
17304,4901428.0,send confirmation receipt,3273854,EMPTY,560872,0.0,2185.9333333333334,625,6,9,3,10,54,10,4035,303,112,12,3.6729916794107553,5.453531826589737,0.4174313807959044,13.316831683168315,5.747863247863248,6,433,3656,0.0014869888475836,0.1073110285006195,0.9060718711276332,268.2426,2012-09-06 10:25:56+00:00,5808114,152700.0
17305,4901428.0,start WABOprocedure,560890,EMPTY,560872,0.05,2185.983333333333,625,7,9,3,10,54,10,4036,303,112,12,3.673261493457241,5.45377427937259,0.4173523898206359,13.32013201320132,5.749287749287749,7,35,3657,0.0017343904856293,0.0086719524281466,0.9060951437066402,268.2426,2012-09-06 10:25:59+00:00,5808114,152700.0
17306,4901428.0,forward to the competent authority,3273854,False,560872,0.0,2185.983333333333,625,8,9,3,10,54,10,4037,303,112,12,3.6730333172548906,5.453981165101313,0.4172734316181777,13.323432343234323,5.750712250712251,8,258,3658,0.0019816695566014,0.0639088432003963,0.9061184047560068,268.2426,2012-09-06 10:25:59+00:00,5808114,152700.0
17307,4901428.0,regular procedure without MER,560890,True,560872,0.0,2185.983333333333,625,9,9,3,10,54,10,4038,303,112,12,3.672848264750984,5.454156972663791,0.4171945061674956,13.326732673267326,5.752136752136752,9,217,3659,0.0022288261515601,0.0537394749876176,0.9061416542842992,268.2426,2012-09-06 10:25:59+00:00,5808114,152700.0
17308,4901428.0,send procedure confirmation,3273854,EMPTY,560872,0.0166666666666666,2186.0,626,10,9,3,10,54,10,4039,303,112,12,3.6726911723885007,5.454305188040307,0.4171156134475725,13.330033003300333,5.753561253561253,10,194,3660,0.0024758603614756,0.0480316910126268,0.9061648923000742,268.2426,2012-09-06 10:26:00+00:00,5808114,152700.0
17309,4901428.0,enter senddate procedure confirmation,3273854,EMPTY,560872,0.0,2186.0,626,11,9,3,10,54,10,4040,303,112,12,3.6725193258485738,5.454428597431269,0.4170367534374095,13.333333333333334,5.754985754985755,11,206,3661,0.0027227722772277,0.0509900990099009,0.9061881188118812,268.2426,2012-09-06 10:26:00+00:00,5808114,152700.0
17310,4901428.0,registration date publication,3273854,EMPTY,560872,0.2333333333333333,2186.233333333333,626,12,9,3,10,54,10,4041,303,112,12,3.6724118899323455,5.454529479225137,0.4169579261160263,13.336633663366335,5.756410256410256,12,159,3662,0.0029695619896065,0.0393466963622865,0.9062113338282604,268.2426,2012-09-06 10:26:14+00:00,5808114,152700.0
18001,4901428.0,create publication document,3273854,False,3273854,37717.95,39904.18333333333,904,13,10,1,15,55,1,4089,174,128,11,3.7925891217939096,5.076975470873087,0.264590388844992,23.5,6.429245283018868,1,18,102,0.0002445585717779,0.0044020542920029,0.0249449743213499,268.2426,2012-10-02 15:04:11+00:00,5808114,152700.0
18002,4901428.0,treat subcases completeness,3273854,EMPTY,3273854,0.05,39904.23333333333,904,14,10,1,15,55,1,4090,174,128,11,3.7924275084869135,5.077673003429982,0.2645378308100751,23.50574712643678,6.430817610062893,2,179,3892,0.0004889975550122,0.0437652811735941,0.9515892420537896,268.2426,2012-10-02 15:04:14+00:00,5808114,152700.0
18003,4901428.0,subcases completeness completed,3273854,EMPTY,3273854,0.0,39904.23333333333,904,15,10,1,15,55,1,4091,174,128,11,3.7922540099094872,5.07824235248404,0.2644852954291646,23.511494252873565,6.432389937106918,3,188,3893,0.0007333170373991,0.0459545343436812,0.9516010755316548,268.2426,2012-10-02 15:04:14+00:00,5808114,152700.0
18004,4901428.0,start WABOprocedure,560890,EMPTY,3273854,0.0666666666666666,39904.3,904,16,10,1,15,55,1,4092,174,128,11,3.793265280328953,5.078728443392281,0.2644327826871756,23.517241379310345,6.433962264150943,4,2,3894,0.0009775171065493,0.0004887585532746,0.9516129032258064,268.2426,2012-10-02 15:04:18+00:00,5808114,152700.0
18005,4901428.0,procedure change,3273854,True,3273854,0.0,39904.3,904,17,10,1,15,55,1,4093,174,128,11,3.792980642573456,5.079152623882304,0.2643802925690369,23.52298850574713,6.435534591194968,5,296,3895,0.0012215978499877,0.0723185927192768,0.9516247251404838,268.2426,2012-10-02 15:04:18+00:00,5808114,152700.0
18136,4901428.0,request complete,3273854,True,3273854,12564.766666666666,52469.066666666666,509,18,10,3,8,56,1,4134,176,128,11,3.78976310878678,5.091592180026791,0.2642368968771,23.488636363636363,6.409302325581395,6,193,3934,0.0014513788098693,0.0466860183841315,0.9516207063376876,268.2426,2012-10-11 08:29:04+00:00,5808114,152700.0
18137,4901428.0,phase application receptive,560890,EMPTY,3273854,0.0333333333333333,52469.1,509,19,10,3,8,56,1,4135,176,128,11,3.789641504486697,5.091922219995517,0.2641849853164142,23.494318181818183,6.410852713178294,7,155,3935,0.0016928657799274,0.0374848851269649,0.9516324062877872,268.2426,2012-10-11 08:29:06+00:00,5808114,152700.0
18138,4901428.0,procedure change after completeness,3273854,False,3273854,0.0333333333333333,52469.13333333333,509,20,10,3,8,56,1,4136,176,128,11,3.7899203680340734,5.09221750046134,0.2641330958861645,23.5,6.412403100775194,8,30,3936,0.0019342359767891,0.0072533849129593,0.9516441005802708,268.2426,2012-10-11 08:29:08+00:00,5808114,152700.0
18139,4901428.0,send letter in progress,3273854,False,3273854,0.1166666666666666,52469.25,509,21,10,3,8,56,1,4137,176,128,11,3.789803641207528,5.092482402306434,0.2640812285717756,23.505681818181817,6.413953488372093,9,152,3937,0.0021754894851341,0.0367416001933768,0.951655789219241,268.2426,2012-10-11 08:29:15+00:00,5808114,152700.0
18140,4901428.0,completed subcases content,3273854,EMPTY,3273854,0.0166666666666666,52469.26666666667,509,22,10,3,8,56,1,4138,176,128,11,3.789682290561145,5.092720327603928,0.2640293833586856,23.51136363636364,6.415503875968993,10,155,3938,0.0024166263895601,0.0374577090381827,0.9516674722087964,268.2426,2012-10-11 08:29:16+00:00,5808114,152700.0
18141,4901428.0,treat subcases content,3273854,EMPTY,3273854,0.0,52469.26666666667,509,23,10,3,8,56,1,4139,176,128,11,3.789562625808952,5.092933995466079,0.2639775602323451,23.517045454545453,6.417054263565891,11,154,3939,0.0026576467745832,0.0372070548441652,0.951679149553032,268.2426,2012-10-11 08:29:16+00:00,5808114,152700.0
18142,4901428.0,procedure change,3273854,False,3273854,0.05,52469.316666666666,509,24,10,3,8,56,1,4140,176,128,11,3.7892808191340217,5.093125629401346,0.263925759178218,23.522727272727277,6.418604651162791,12,301,3940,0.0028985507246376,0.0727053140096618,0.9516908212560388,268.2426,2012-10-11 08:29:19+00:00,5808114,152700.0
18143,4901428.0,article 34  WABO applies,3273854,False,3273854,0.0166666666666666,52469.333333333336,509,25,10,3,8,56,1,4141,176,128,11,3.789161425802037,5.093297081792337,0.2638739801817812,23.52840909090909,6.42015503875969,13,154,3941,0.0031393383240763,0.0371890847621347,0.9517024873219028,268.2426,2012-10-11 08:29:20+00:00,5808114,152700.0
18144,4901428.0,assessment of content completed,3273854,EMPTY,3273854,0.0166666666666666,52469.35,509,26,10,3,8,56,1,4142,176,128,11,3.789042148422305,5.093449919858056,0.2638222232285241,23.53409090909091,6.421705426356589,14,154,3942,0.0033800096571704,0.0371801062288749,0.951714147754708,268.2426,2012-10-11 08:29:21+00:00,5808114,152700.0
18145,4901428.0,phase advice known,560890,EMPTY,3273854,0.0,52469.35,509,27,10,3,8,56,1,4143,176,128,11,3.7889229868967913,5.093585486941111,0.2637704883039496,23.539772727272727,6.423255813953489,15,154,3943,0.00362056480811,0.03717113202993,0.9517258025585325,268.2426,2012-10-11 08:29:21+00:00,5808114,152700.0
18146,4901428.0,create draft environtmental permit,560890,EMPTY,3273854,0.0166666666666666,52469.36666666667,509,28,10,3,8,56,1,4144,176,128,11,3.789717154983781,5.093704947387929,0.2637187753935729,23.545454545454547,6.424806201550387,16,4,3944,0.0038610038610038,0.0009652509652509,0.9517374517374516,268.2426,2012-10-11 08:29:22+00:00,5808114,152700.0
18147,4901428.0,grounds for refusal,3273854,False,3273854,0.0,52469.36666666667,509,29,10,3,8,56,1,4145,176,128,11,3.789598004556029,5.093809320172031,0.2636670844829228,23.551136363636363,6.426356589147287,17,154,3945,0.0041013268998793,0.0371531966224366,0.9517490952955368,268.2426,2012-10-11 08:29:22+00:00,5808114,152700.0
18159,4901428.0,generate draft decision environmental permit,3273854,EMPTY,3273854,55.46666666666667,52524.833333333336,564,30,10,3,9,56,1,4146,176,129,11,3.79093427582486,5.093899504583942,0.2636154155575402,23.556818181818183,6.427906976744186,18,1,3946,0.004341534008683,0.0002411963338157,0.9517607332368548,268.2426,2012-10-11 09:24:50+00:00,5808114,152700.0
18160,4901428.0,phase concept draft decision ready,560890,EMPTY,3273854,0.0166666666666666,52524.85,564,31,10,3,9,56,1,4147,176,130,11,3.7922699608033135,5.0939763001988085,0.2635637686029798,23.5625,6.4294573643410855,19,1,3947,0.0045816252712804,0.0002411381721726,0.951772365565469,268.2426,2012-10-11 09:24:51+00:00,5808114,152700.0
18208,4901428.0,submit draft decision,3273854,False,560890,1416.4666666666667,53941.316666666666,541,32,10,4,9,54,6,2651,255,114,12,3.631020807544676,5.254471325436885,0.4993849474834235,10.39607843137255,3.803443328550933,1,2,146,0.0003772161448509,0.0007544322897019,0.0550735571482459,268.2426,2012-10-12 09:01:19+00:00,5808114,152700.0
18209,4901428.0,enter date advice on treatment of environmental permit,560890,12-10-2012 0:00:00,560890,0.1,53941.41666666666,541,33,10,4,9,54,6,2652,255,114,12,3.631981777653993,5.255316768537976,0.4992398396359635,10.4,3.804878048780488,2,6,2365,0.0007541478129713,0.002262443438914,0.8917797888386124,268.2426,2012-10-12 09:01:25+00:00,5808114,152700.0
